Wavelength (um),Low-pass 200µm (model),Filter 7 (8.5-9.2µm),Filter 8 (6.6-8.2µm),NaCl Spectrum [‡]
106.35,0,0,0,0
106.36,0,0,0,0
106.37,0,0,0,0
106.38,0,0,0,0
106.39,0,0,0,0
106.4,0,0,0,0
106.41,0,0,0,0
106.42,0,0,0,0
106.43,0,0,0,0
106.44,0,0,0,0
106.45,0,0,0,0
106.46,0,0,0,0
106.47,0,0,0,0
106.48,0,0,0,0
106.49,0,0,0,0
106.5,0,0,0,0
106.51,0,0,0,0
106.52,0,0,0,0
106.53,0,0,0,0
106.54,0,0,0,0
106.55,0,0,0,0
106.56,0,0,0,0
106.57,0,0,0,0
106.58,0,0,0,0
106.59,0,0,0,0
106.6,0,0,0,0
106.61,0,0,0,0
106.62,0,0,0,0
106.63,0,0,0,0
106.64,0,0,0,0
106.65,0,0,0,0
106.66,0,0,0,0
106.67,0,0,0,0
106.68,0,0,0,0
106.69,0,0,0,0
106.7,0,0,0,0
106.71,0,0,0,0
106.72,0,0,0,0
106.73,0,0,0,0
106.74,0,0,0,0
106.75,0,0,0,0
106.76,0,0,0,0
106.77,0,0,0,0
106.78,0,0,0,0
106.79,0,0,0,0
106.8,0,0,0,0
106.81,0,0,0,0
106.82,0,0,0,0
106.83,0,0,0,0
106.84,0,0,0,0
106.85,0,0,0,0
106.86,0,0,0,0
106.87,0,0,0,0
106.88,0,0,0,0
106.89,0,0,0,0
106.9,0,0,0,0
106.91,0,0,0,0
106.92,0,0,0,0
106.93,0,0,0,0
106.94,0,0,0,0
106.95,0,0,0,0
106.96,0,0,0,0
106.97,0,0,0,0
106.98,0,0,0,0
106.99,0,0,0,0
107,0,0,0,0
107.01,0,0,0,0
107.02,0,0,0,0
107.03,0,0,0,0
107.04,0,0,0,0
107.05,0,0,0,0
107.06,0,0,0,0
107.07,0,0,0,0
107.08,0,0,0,0
107.09,0,0,0,0
107.1,0,0,0,0
107.11,0,0,0,0
107.12,0,0,0,0
107.13,0,0,0,0
107.14,0,0,0,0
107.15,0,0,0,0
107.16,0,0,0,0
107.17,0,0,0,0
107.18,0,0,0,0
107.19,0,0,0,0
107.2,0,0,0,0
107.21,0,0,0,0
107.22,0,0,0,0
107.23,0,0,0,0
107.24,0,0,0,0
107.25,0,0,0,0
107.26,0,0,0,0
107.27,0,0,0,0
107.28,0,0,0,0
107.29,0,0,0,0
107.3,0,0,0,0
107.31,0,0,0,0
107.32,0,0,0,0
107.33,0,0,0,0
107.34,0,0,0,0
107.35,0,0,0,0
107.36,0,0,0,0
107.37,0,0,0,0
107.38,0,0,0,0
107.39,0,0,0,0
107.4,0,0,0,0
107.41,0,0,0,0
107.42,0,0,0,0
107.43,0,0,0,0
107.44,0,0,0,0
107.45,0,0,0,0
107.46,0,0,0,0
107.47,0,0,0,0
107.48,0,0,0,0
107.49,0,0,0,0
107.5,0,0,0,0
107.51,0,0,0,0
107.52,0,0,0,0
107.53,0,0,0,0
107.54,0,0,0,0
107.55,0,0,0,0
107.56,0,0,0,0
107.57,0,0,0,0
107.58,0,0,0,0
107.59,0,0,0,0
107.6,0,0,0,0
107.61,0,0,0,0
107.62,0,0,0,0
107.63,0,0,0,0
107.64,0,0,0,0
107.65,0,0,0,0
107.66,0,0,0,0
107.67,0,0,0,0
107.68,0,0,0,0
107.69,0,0,0,0
107.7,0,0,0,0
107.71,0,0,0,0
107.72,0,0,0,0
107.73,0,0,0,0
107.74,0,0,0,0
107.75,0,0,0,0
107.76,0,0,0,0
107.77,0,0,0,0
107.78,0,0,0,0
107.79,0,0,0,0
107.8,0,0,0,0
107.81,0,0,0,0
107.82,0,0,0,0
107.83,0,0,0,0
107.84,0,0,0,0
107.85,0,0,0,0
107.86,0,0,0,0
107.87,0,0,0,0
107.88,0,0,0,0
107.89,0,0,0,0
107.9,0,0,0,0
107.91,0,0,0,0
107.92,0,0,0,0
107.93,0,0,0,0
107.94,0,0,0,0
107.95,0,0,0,0
107.96,0,0,0,0
107.97,0,0,0,0
107.98,0,0,0,0
107.99,0,0,0,0
108,0,0,0,0
108.01,0,0,0,0
108.02,0,0,0,0
108.03,0,0,0,0
108.04,0,0,0,0
108.05,0,0,0,0
108.06,0,0,0,0
108.07,0,0,0,0
108.08,0,0,0,0
108.09,0,0,0,0
108.1,0,0,0,0
108.11,0,0,0,0
108.12,0,0,0,0
108.13,0,0,0,0
108.14,0,0,0,0
108.15,0,0,0,0
108.16,0,0,0,0
108.17,0,0,0,0
108.18,0,0,0,0
108.19,0,0,0,0
108.2,0,0,0,0
108.21,0,0,0,0
108.22,0,0,0,0
108.23,0,0,0,0
108.24,0,0,0,0
108.25,0,0,0,0
108.26,0,0,0,0
108.27,0,0,0,0
108.28,0,0,0,0
108.29,0,0,0,0
108.3,0,0,0,0
108.31,0,0,0,0
108.32,0,0,0,0
108.33,0,0,0,0
108.34,0,0,0,0
108.35,0,0,0,0
108.36,0,0,0,0
108.37,0,0,0,0
108.38,0,0,0,0
108.39,0,0,0,0
108.4,0,0,0,0
108.41,0,0,0,0
108.42,0,0,0,0
108.43,0,0,0,0
108.44,0,0,0,0
108.45,0,0,0,0
108.46,0,0,0,0
108.47,0,0,0,0
108.48,0,0,0,0
108.49,0,0,0,0
108.5,0,0,0,0
108.51,0,0,0,0
108.52,0,0,0,0
108.53,0,0,0,0
108.54,0,0,0,0
108.55,0,0,0,0
108.56,0,0,0,0
108.57,0,0,0,0
108.58,0,0,0,0
108.59,0,0,0,0
108.6,0,0,0,0
108.61,0,0,0,0
108.62,0,0,0,0
108.63,0,0,0,0
108.64,0,0,0,0
108.65,0,0,0,0
108.66,0,0,0,0
108.67,0,0,0,0
108.68,0,0,0,0
108.69,0,0,0,0
108.7,0,0,0,0
108.71,0,0,0,0
108.72,0,0,0,0
108.73,0,0,0,0
108.74,0,0,0,0
108.75,0,0,0,0
108.76,0,0,0,0
108.77,0,0,0,0
108.78,0,0,0,0
108.79,0,0,0,0
108.8,0,0,0,0
108.81,0,0,0,0
108.82,0,0,0,0
108.83,0,0,0,0
108.84,0,0,0,0
108.85,0,0,0,0
108.86,0,0,0,0
108.87,0,0,0,0
108.88,0,0,0,0
108.89,0,0,0,0
108.9,0,0,0,0
108.91,0,0,0,0
108.92,0,0,0,0
108.93,0,0,0,0
108.94,0,0,0,0
108.95,0,0,0,0
108.96,0,0,0,0
108.97,0,0,0,0
108.98,0,0,0,0
108.99,0,0,0,0
109,0,0,0,0
109.01,0,0,0,0
109.02,0,0,0,0
109.03,0,0,0,0
109.04,0,0,0,0
109.05,0,0,0,0
109.06,0,0,0,0
109.07,0,0,0,0
109.08,0,0,0,0
109.09,0,0,0,0
109.1,0,0,0,0
109.11,0,0,0,0
109.12,0,0,0,0
109.13,0,0,0,0
109.14,0,0,0,0
109.15,0,0,0,0
109.16,0,0,0,0
109.17,0,0,0,0
109.18,0,0,0,0
109.19,0,0,0,0
109.2,0,0,0,0
109.21,0,0,0,0
109.22,0,0,0,0
109.23,0,0,0,0
109.24,0,0,0,0
109.25,0,0,0,0
109.26,0,0,0,0
109.27,0,0,0,0
109.28,0,0,0,0
109.29,0,0,0,0
109.3,0,0,0,0
109.31,0,0,0,0
109.32,0,0,0,0
109.33,0,0,0,0
109.34,0,0,0,0
109.35,0,0,0,0
109.36,0,0,0,0
109.37,0,0,0,0
109.38,0,0,0,0
109.39,0,0,0,0
109.4,0,0,0,0
109.41,0,0,0,0
109.42,0,0,0,0
109.43,0,0,0,0
109.44,0,0,0,0
109.45,0,0,0,0
109.46,0,0,0,0
109.47,0,0,0,0
109.48,0,0,0,0
109.49,0,0,0,0
109.5,0,0,0,0
109.51,0,0,0,0
109.52,0,0,0,0
109.53,0,0,0,0
109.54,0,0,0,0
109.55,0,0,0,0
109.56,0,0,0,0
109.57,0,0,0,0
109.58,0,0,0,0
109.59,0,0,0,0
109.6,0,0,0,0
109.61,0,0,0,0
109.62,0,0,0,0
109.63,0,0,0,0
109.64,0,0,0,0
109.65,0,0,0,0
109.66,0,0,0,0
109.67,0,0,0,0
109.68,0,0,0,0
109.69,0,0,0,0
109.7,0,0,0,0
109.71,0,0,0,0
109.72,0,0,0,0
109.73,0,0,0,0
109.74,0,0,0,0
109.75,0,0,0,0
109.76,0,0,0,0
109.77,0,0,0,0
109.78,0,0,0,0
109.79,0,0,0,0
109.8,0,0,0,0
109.81,0,0,0,0
109.82,0,0,0,0
109.83,0,0,0,0
109.84,0,0,0,0
109.85,0,0,0,0
109.86,0,0,0,0
109.87,0,0,0,0
109.88,0,0,0,0
109.89,0,0,0,0
109.9,0,0,0,0
109.91,0,0,0,0
109.92,0,0,0,0
109.93,0,0,0,0
109.94,0,0,0,0
109.95,0,0,0,0
109.96,0,0,0,0
109.97,0,0,0,0
109.98,0,0,0,0
109.99,0,0,0,0
110,0,0,0,0
110.01,0,0,0,0
110.02,0,0,0,0
110.03,0,0,0,0
110.04,0,0,0,0
110.05,0,0,0,0
110.06,0,0,0,0
110.07,0,0,0,0
110.08,0,0,0,0
110.09,0,0,0,0
110.1,0,0,0,0
110.11,0,0,0,0
110.12,0,0,0,0
110.13,0,0,0,0
110.14,0,0,0,0
110.15,0,0,0,0
110.16,0,0,0,0
110.17,0,0,0,0
110.18,0,0,0,0
110.19,0,0,0,0
110.2,0,0,0,0
110.21,0,0,0,0
110.22,0,0,0,0
110.23,0,0,0,0
110.24,0,0,0,0
110.25,0,0,0,0
110.26,0,0,0,0
110.27,0,0,0,0
110.28,0,0,0,0
110.29,0,0,0,0
110.3,0,0,0,0
110.31,0,0,0,0
110.32,0,0,0,0
110.33,0,0,0,0
110.34,0,0,0,0
110.35,0,0,0,0
110.36,0,0,0,0
110.37,0,0,0,0
110.38,0,0,0,0
110.39,0,0,0,0
110.4,0,0,0,0
110.41,0,0,0,0
110.42,0,0,0,0
110.43,0,0,0,0
110.44,0,0,0,0
110.45,0,0,0,0
110.46,0,0,0,0
110.47,0,0,0,0
110.48,0,0,0,0
110.49,0,0,0,0
110.5,0,0,0,0
110.51,0,0,0,0
110.52,0,0,0,0
110.53,0,0,0,0
110.54,0,0,0,0
110.55,0,0,0,0
110.56,0,0,0,0
110.57,0,0,0,0
110.58,0,0,0,0
110.59,0,0,0,0
110.6,0,0,0,0
110.61,0,0,0,0
110.62,0,0,0,0
110.63,0,0,0,0
110.64,0,0,0,0
110.65,0,0,0,0
110.66,0,0,0,0
110.67,0,0,0,0
110.68,0,0,0,0
110.69,0,0,0,0
110.7,0,0,0,0
110.71,0,0,0,0
110.72,0,0,0,0
110.73,0,0,0,0
110.74,0,0,0,0
110.75,0,0,0,0
110.76,0,0,0,0
110.77,0,0,0,0
110.78,0,0,0,0
110.79,0,0,0,0
110.8,0,0,0,0
110.81,0,0,0,0
110.82,0,0,0,0
110.83,0,0,0,0
110.84,0,0,0,0
110.85,0,0,0,0
110.86,0,0,0,0
110.87,0,0,0,0
110.88,0,0,0,0
110.89,0,0,0,0
110.9,0,0,0,0
110.91,0,0,0,0
110.92,0,0,0,0
110.93,0,0,0,0
110.94,0,0,0,0
110.95,0,0,0,0
110.96,0,0,0,0
110.97,0,0,0,0
110.98,0,0,0,0
110.99,0,0,0,0
111,0,0,0,0
111.01,0,0,0,0
111.02,0,0,0,0
111.03,0,0,0,0
111.04,0,0,0,0
111.05,0,0,0,0
111.06,0,0,0,0
111.07,0,0,0,0
111.08,0,0,0,0
111.09,0,0,0,0
111.1,0,0,0,0
111.11,0,0,0,0
111.12,0,0,0,0
111.13,0,0,0,0
111.14,0,0,0,0
111.15,0,0,0,0
111.16,0,0,0,0
111.17,0,0,0,0
111.18,0,0,0,0
111.19,0,0,0,0
111.2,0,0,0,0
111.21,0,0,0,0
111.22,0,0,0,0
111.23,0,0,0,0
111.24,0,0,0,0
111.25,0,0,0,0
111.26,0,0,0,0
111.27,0,0,0,0
111.28,0,0,0,0
111.29,0,0,0,0
111.3,0,0,0,0
111.31,0,0,0,0
111.32,0,0,0,0
111.33,0,0,0,0
111.34,0,0,0,0
111.35,0,0,0,0
111.36,0,0,0,0
111.37,0,0,0,0
111.38,0,0,0,0
111.39,0,0,0,0
111.4,0,0,0,0
111.41,0,0,0,0
111.42,0,0,0,0
111.43,0,0,0,0
111.44,0,0,0,0
111.45,0,0,0,0
111.46,0,0,0,0
111.47,0,0,0,0
111.48,0,0,0,0
111.49,0,0,0,0
111.5,0,0,0,0
111.51,0,0,0,0
111.52,0,0,0,0
111.53,0,0,0,0
111.54,0,0,0,0
111.55,0,0,0,0
111.56,0,0,0,0
111.57,0,0,0,0
111.58,0,0,0,0
111.59,0,0,0,0
111.6,0,0,0,0
111.61,0,0,0,0
111.62,0,0,0,0
111.63,0,0,0,0
111.64,0,0,0,0
111.65,0,0,0,0
111.66,0,0,0,0
111.67,0,0,0,0
111.68,0,0,0,0
111.69,0,0,0,0
111.7,0,0,0,0
111.71,0,0,0,0
111.72,0,0,0,0
111.73,0,0,0,0
111.74,0,0,0,0
111.75,0,0,0,0
111.76,0,0,0,0
111.77,0,0,0,0
111.78,0,0,0,0
111.79,0,0,0,0
111.8,0,0,0,0
111.81,0,0,0,0
111.82,0,0,0,0
111.83,0,0,0,0
111.84,0,0,0,0
111.85,0,0,0,0
111.86,0,0,0,0
111.87,0,0,0,0
111.88,0,0,0,0
111.89,0,0,0,0
111.9,0,0,0,0
111.91,0,0,0,0
111.92,0,0,0,0
111.93,0,0,0,0
111.94,0,0,0,0
111.95,0,0,0,0
111.96,0,0,0,0
111.97,0,0,0,0
111.98,0,0,0,0
111.99,0,0,0,0
112,0,0,0,0
112.01,0,0,0,0
112.02,0,0,0,0
112.03,0,0,0,0
112.04,0,0,0,0
112.05,0,0,0,0
112.06,0,0,0,0
112.07,0,0,0,0
112.08,0,0,0,0
112.09,0,0,0,0
112.1,0,0,0,0
112.11,0,0,0,0
112.12,0,0,0,0
112.13,0,0,0,0
112.14,0,0,0,0
112.15,0,0,0,0
112.16,0,0,0,0
112.17,0,0,0,0
112.18,0,0,0,0
112.19,0,0,0,0
112.2,0,0,0,0
112.21,0,0,0,0
112.22,0,0,0,0
112.23,0,0,0,0
112.24,0,0,0,0
112.25,0,0,0,0
112.26,0,0,0,0
112.27,0,0,0,0
112.28,0,0,0,0
112.29,0,0,0,0
112.3,0,0,0,0
112.31,0,0,0,0
112.32,0,0,0,0
112.33,0,0,0,0
112.34,0,0,0,0
112.35,0,0,0,0
112.36,0,0,0,0
112.37,0,0,0,0
112.38,0,0,0,0
112.39,0,0,0,0
112.4,0,0,0,0
112.41,0,0,0,0
112.42,0,0,0,0
112.43,0,0,0,0
112.44,0,0,0,0
112.45,0,0,0,0
112.46,0,0,0,0
112.47,0,0,0,0
112.48,0,0,0,0
112.49,0,0,0,0
112.5,0,0,0,0
112.51,0,0,0,0
112.52,0,0,0,0
112.53,0,0,0,0
112.54,0,0,0,0
112.55,0,0,0,0
112.56,0,0,0,0
112.57,0,0,0,0
112.58,0,0,0,0
112.59,0,0,0,0
112.6,0,0,0,0
112.61,0,0,0,0
112.62,0,0,0,0
112.63,0,0,0,0
112.64,0,0,0,0
112.65,0,0,0,0
112.66,0,0,0,0
112.67,0,0,0,0
112.68,0,0,0,0
112.69,0,0,0,0
112.7,0,0,0,0
112.71,0,0,0,0
112.72,0,0,0,0
112.73,0,0,0,0
112.74,0,0,0,0
112.75,0,0,0,0
112.76,0,0,0,0
112.77,0,0,0,0
112.78,0,0,0,0
112.79,0,0,0,0
112.8,0,0,0,0
112.81,0,0,0,0
112.82,0,0,0,0
112.83,0,0,0,0
112.84,0,0,0,0
112.85,0,0,0,0
112.86,0,0,0,0
112.87,0,0,0,0
112.88,0,0,0,0
112.89,0,0,0,0
112.9,0,0,0,0
112.91,0,0,0,0
112.92,0,0,0,0
112.93,0,0,0,0
112.94,0,0,0,0
112.95,0,0,0,0
112.96,0,0,0,0
112.97,0,0,0,0
112.98,0,0,0,0
112.99,0,0,0,0
113,0,0,0,0
113.01,0,0,0,0
113.02,0,0,0,0
113.03,0,0,0,0
113.04,0,0,0,0
113.05,0,0,0,0
113.06,0,0,0,0
113.07,0,0,0,0
113.08,0,0,0,0
113.09,0,0,0,0
113.1,0,0,0,0
113.11,0,0,0,0
113.12,0,0,0,0
113.13,0,0,0,0
113.14,0,0,0,0
113.15,0,0,0,0
113.16,0,0,0,0
113.17,0,0,0,0
113.18,0,0,0,0
113.19,0,0,0,0
113.2,0,0,0,0
113.21,0,0,0,0
113.22,0,0,0,0
113.23,0,0,0,0
113.24,0,0,0,0
113.25,0,0,0,0
113.26,0,0,0,0
113.27,0,0,0,0
113.28,0,0,0,0
113.29,0,0,0,0
113.3,0,0,0,0
113.31,0,0,0,0
113.32,0,0,0,0
113.33,0,0,0,0
113.34,0,0,0,0
113.35,0,0,0,0
113.36,0,0,0,0
113.37,0,0,0,0
113.38,0,0,0,0
113.39,0,0,0,0
113.4,0,0,0,0
113.41,0,0,0,0
113.42,0,0,0,0
113.43,0,0,0,0
113.44,0,0,0,0
113.45,0,0,0,0
113.46,0,0,0,0
113.47,0,0,0,0
113.48,0,0,0,0
113.49,0,0,0,0
113.5,0,0,0,0
113.51,0,0,0,0
113.52,0,0,0,0
113.53,0,0,0,0
113.54,0,0,0,0
113.55,0,0,0,0
113.56,0,0,0,0
113.57,0,0,0,0
113.58,0,0,0,0
113.59,0,0,0,0
113.6,0,0,0,0
113.61,0,0,0,0
113.62,0,0,0,0
113.63,0,0,0,0
113.64,0,0,0,0
113.65,0,0,0,0
113.66,0,0,0,0
113.67,0,0,0,0
113.68,0,0,0,0
113.69,0,0,0,0
113.7,0,0,0,0
113.71,0,0,0,0
113.72,0,0,0,0
113.73,0,0,0,0
113.74,0,0,0,0
113.75,0,0,0,0
113.76,0,0,0,0
113.77,0,0,0,0
113.78,0,0,0,0
113.79,0,0,0,0
113.8,0,0,0,0
113.81,0,0,0,0
113.82,0,0,0,0
113.83,0,0,0,0
113.84,0,0,0,0
113.85,0,0,0,0
113.86,0,0,0,0
113.87,0,0,0,0
113.88,0,0,0,0
113.89,0,0,0,0
113.9,0,0,0,0
113.91,0,0,0,0
113.92,0,0,0,0
113.93,0,0,0,0
113.94,0,0,0,0
113.95,0,0,0,0
113.96,0,0,0,0
113.97,0,0,0,0
113.98,0,0,0,0
113.99,0,0,0,0
114,0,0,0,0
114.01,0,0,0,0
114.02,0,0,0,0
114.03,0,0,0,0
114.04,0,0,0,0
114.05,0,0,0,0
114.06,0,0,0,0
114.07,0,0,0,0
114.08,0,0,0,0
114.09,0,0,0,0
114.1,0,0,0,0
114.11,0,0,0,0
114.12,0,0,0,0
114.13,0,0,0,0
114.14,0,0,0,0
114.15,0,0,0,0
114.16,0,0,0,0
114.17,0,0,0,0
114.18,0,0,0,0
114.19,0,0,0,0
114.2,0,0,0,0
114.21,0,0,0,0
114.22,0,0,0,0
114.23,0,0,0,0
114.24,0,0,0,0
114.25,0,0,0,0
114.26,0,0,0,0
114.27,0,0,0,0
114.28,0,0,0,0
114.29,0,0,0,0
114.3,0,0,0,0
114.31,0,0,0,0
114.32,0,0,0,0
114.33,0,0,0,0
114.34,0,0,0,0
114.35,0,0,0,0
114.36,0,0,0,0
114.37,0,0,0,0
114.38,0,0,0,0
114.39,0,0,0,0
114.4,0,0,0,0
114.41,0,0,0,0
114.42,0,0,0,0
114.43,0,0,0,0
114.44,0,0,0,0
114.45,0,0,0,0
114.46,0,0,0,0
114.47,0,0,0,0
114.48,0,0,0,0
114.49,0,0,0,0
114.5,0,0,0,0
114.51,0,0,0,0
114.52,0,0,0,0
114.53,0,0,0,0
114.54,0,0,0,0
114.55,0,0,0,0
114.56,0,0,0,0
114.57,0,0,0,0
114.58,0,0,0,0
114.59,0,0,0,0
114.6,0,0,0,0
114.61,0,0,0,0
114.62,0,0,0,0
114.63,0,0,0,0
114.64,0,0,0,0
114.65,0,0,0,0
114.66,0,0,0,0
114.67,0,0,0,0
114.68,0,0,0,0
114.69,0,0,0,0
114.7,0,0,0,0
114.71,0,0,0,0
114.72,0,0,0,0
114.73,0,0,0,0
114.74,0,0,0,0
114.75,0,0,0,0
114.76,0,0,0,0
114.77,0,0,0,0
114.78,0,0,0,0
114.79,0,0,0,0
114.8,0,0,0,0
114.81,0,0,0,0
114.82,0,0,0,0
114.83,0,0,0,0
114.84,0,0,0,0
114.85,0,0,0,0
114.86,0,0,0,0
114.87,0,0,0,0
114.88,0,0,0,0
114.89,0,0,0,0
114.9,0,0,0,0
114.91,0,0,0,0
114.92,0,0,0,0
114.93,0,0,0,0
114.94,0,0,0,0
114.95,0,0,0,0
114.96,0,0,0,0
114.97,0,0,0,0
114.98,0,0,0,0
114.99,0,0,0,0
115,0,0,0,0
115.01,0,0,0,0
115.02,0,0,0,0
115.03,0,0,0,0
115.04,0,0,0,0
115.05,0,0,0,0
115.06,0,0,0,0
115.07,0,0,0,0
115.08,0,0,0,0
115.09,0,0,0,0
115.1,0,0,0,0
115.11,0,0,0,0
115.12,0,0,0,0
115.13,0,0,0,0
115.14,0,0,0,0
115.15,0,0,0,0
115.16,0,0,0,0
115.17,0,0,0,0
115.18,0,0,0,0
115.19,0,0,0,0
115.2,0,0,0,0
115.21,0,0,0,0
115.22,0,0,0,0
115.23,0,0,0,0
115.24,0,0,0,0
115.25,0,0,0,0
115.26,0,0,0,0
115.27,0,0,0,0
115.28,0,0,0,0
115.29,0,0,0,0
115.3,0,0,0,0
115.31,0,0,0,0
115.32,0,0,0,0
115.33,0,0,0,0
115.34,0,0,0,0
115.35,0,0,0,0
115.36,0,0,0,0
115.37,0,0,0,0
115.38,0,0,0,0
115.39,0,0,0,0
115.4,0,0,0,0
115.41,0,0,0,0
115.42,0,0,0,0
115.43,0,0,0,0
115.44,0,0,0,0
115.45,0,0,0,0
115.46,0,0,0,0
115.47,0,0,0,0
115.48,0,0,0,0
115.49,0,0,0,0
115.5,0,0,0,0
115.51,0,0,0,0
115.52,0,0,0,0
115.53,0,0,0,0
115.54,0,0,0,0
115.55,0,0,0,0
115.56,0,0,0,0
115.57,0,0,0,0
115.58,0,0,0,0
115.59,0,0,0,0
115.6,0,0,0,0
115.61,0,0,0,0
115.62,0,0,0,0
115.63,0,0,0,0
115.64,0,0,0,0
115.65,0,0,0,0
115.66,0,0,0,0
115.67,0,0,0,0
115.68,0,0,0,0
115.69,0,0,0,0
115.7,0,0,0,0
115.71,0,0,0,0
115.72,0,0,0,0
115.73,0,0,0,0
115.74,0,0,0,0
115.75,0,0,0,0
115.76,0,0,0,0
115.77,0,0,0,0
115.78,0,0,0,0
115.79,0,0,0,0
115.8,0,0,0,0
115.81,0,0,0,0
115.82,0,0,0,0
115.83,0,0,0,0
115.84,0,0,0,0
115.85,0,0,0,0
115.86,0,0,0,0
115.87,0,0,0,0
115.88,0,0,0,0
115.89,0,0,0,0
115.9,0,0,0,0
115.91,0,0,0,0
115.92,0,0,0,0
115.93,0,0,0,0
115.94,0,0,0,0
115.95,0,0,0,0
115.96,0,0,0,0
115.97,0,0,0,0
115.98,0,0,0,0
115.99,0,0,0,0
116,0,0,0,0
116.01,0,0,0,0
116.02,0,0,0,0
116.03,0,0,0,0
116.04,0,0,0,0
116.05,0,0,0,0
116.06,0,0,0,0
116.07,0,0,0,0
116.08,0,0,0,0
116.09,0,0,0,0
116.1,0,0,0,0
116.11,0,0,0,0
116.12,0,0,0,0
116.13,0,0,0,0
116.14,0,0,0,0
116.15,0,0,0,0
116.16,0,0,0,0
116.17,0,0,0,0
116.18,0,0,0,0
116.19,0,0,0,0
116.2,0,0,0,0
116.21,0,0,0,0
116.22,0,0,0,0
116.23,0,0,0,0
116.24,0,0,0,0
116.25,0,0,0,0
116.26,0,0,0,0
116.27,0,0,0,0
116.28,0,0,0,0
116.29,0,0,0,0
116.3,0,0,0,0
116.31,0,0,0,0
116.32,0,0,0,0
116.33,0,0,0,0
116.34,0,0,0,0
116.35,0,0,0,0
116.36,0,0,0,0
116.37,0,0,0,0
116.38,0,0,0,0
116.39,0,0,0,0
116.4,0,0,0,0
116.41,0,0,0,0
116.42,0,0,0,0
116.43,0,0,0,0
116.44,0,0,0,0
116.45,0,0,0,0
116.46,0,0,0,0
116.47,0,0,0,0
116.48,0,0,0,0
116.49,0,0,0,0
116.5,0,0,0,0
116.51,0,0,0,0
116.52,0,0,0,0
116.53,0,0,0,0
116.54,0,0,0,0
116.55,0,0,0,0
116.56,0,0,0,0
116.57,0,0,0,0
116.58,0,0,0,0
116.59,0,0,0,0
116.6,0,0,0,0
116.61,0,0,0,0
116.62,0,0,0,0
116.63,0,0,0,0
116.64,0,0,0,0
116.65,0,0,0,0
116.66,0,0,0,0
116.67,0,0,0,0
116.68,0,0,0,0
116.69,0,0,0,0
116.7,0,0,0,0
116.71,0,0,0,0
116.72,0,0,0,0
116.73,0,0,0,0
116.74,0,0,0,0
116.75,0,0,0,0
116.76,0,0,0,0
116.77,0,0,0,0
116.78,0,0,0,0
116.79,0,0,0,0
116.8,0,0,0,0
116.81,0,0,0,0
116.82,0,0,0,0
116.83,0,0,0,0
116.84,0,0,0,0
116.85,0,0,0,0
116.86,0,0,0,0
116.87,0,0,0,0
116.88,0,0,0,0
116.89,0,0,0,0
116.9,0,0,0,0
116.91,0,0,0,0
116.92,0,0,0,0
116.93,0,0,0,0
116.94,0,0,0,0
116.95,0,0,0,0
116.96,0,0,0,0
116.97,0,0,0,0
116.98,0,0,0,0
116.99,0,0,0,0
117,0,0,0,0
117.01,0,0,0,0
117.02,0,0,0,0
117.03,0,0,0,0
117.04,0,0,0,0
117.05,0,0,0,0
117.06,0,0,0,0
117.07,0,0,0,0
117.08,0,0,0,0
117.09,0,0,0,0
117.1,0,0,0,0
117.11,0,0,0,0
117.12,0,0,0,0
117.13,0,0,0,0
117.14,0,0,0,0
117.15,0,0,0,0
117.16,0,0,0,0
117.17,0,0,0,0
117.18,0,0,0,0
117.19,0,0,0,0
117.2,0,0,0,0
117.21,0,0,0,0
117.22,0,0,0,0
117.23,0,0,0,0
117.24,0,0,0,0
117.25,0,0,0,0
117.26,0,0,0,0
117.27,0,0,0,0
117.28,0,0,0,0
117.29,0,0,0,0
117.3,0,0,0,0
117.31,0,0,0,0
117.32,0,0,0,0
117.33,0,0,0,0
117.34,0,0,0,0
117.35,0,0,0,0
117.36,0,0,0,0
117.37,0,0,0,0
117.38,0,0,0,0
117.39,0,0,0,0
117.4,0,0,0,0
117.41,0,0,0,0
117.42,0,0,0,0
117.43,0,0,0,0
117.44,0,0,0,0
117.45,0,0,0,0
117.46,0,0,0,0
117.47,0,0,0,0
117.48,0,0,0,0
117.49,0,0,0,0
117.5,0,0,0,0
117.51,0,0,0,0
117.52,0,0,0,0
117.53,0,0,0,0
117.54,0,0,0,0
117.55,0,0,0,0
117.56,0,0,0,0
117.57,0,0,0,0
117.58,0,0,0,0
117.59,0,0,0,0
117.6,0,0,0,0
117.61,0,0,0,0
117.62,0,0,0,0
117.63,0,0,0,0
117.64,0,0,0,0
117.65,0,0,0,0
117.66,0,0,0,0
117.67,0,0,0,0
117.68,0,0,0,0
117.69,0,0,0,0
117.7,0,0,0,0
117.71,0,0,0,0
117.72,0,0,0,0
117.73,0,0,0,0
117.74,0,0,0,0
117.75,0,0,0,0
117.76,0,0,0,0
117.77,0,0,0,0
117.78,0,0,0,0
117.79,0,0,0,0
117.8,0,0,0,0
117.81,0,0,0,0
117.82,0,0,0,0
117.83,0,0,0,0
117.84,0,0,0,0
117.85,0,0,0,0
117.86,0,0,0,0
117.87,0,0,0,0
117.88,0,0,0,0
117.89,0,0,0,0
117.9,0,0,0,0
117.91,0,0,0,0
117.92,0,0,0,0
117.93,0,0,0,0
117.94,0,0,0,0
117.95,0,0,0,0
117.96,0,0,0,0
