Wavelength (µm),Transmission
5.91999999999998,0.0
5.92999999999998,0.0
5.93999999999998,0.0
5.94999999999998,0.0
5.9599999999999795,0.0
5.969999999999979,0.0
5.979999999999979,0.0
5.989999999999979,0.0
5.999999999999979,0.0
6.0099999999999785,0.0
6.019999999999978,0.0
6.029999999999978,0.0
6.039999999999978,0.0
6.049999999999978,0.0
6.059999999999977,0.0
6.069999999999977,0.0
6.079999999999977,0.0
6.089999999999977,0.0
6.0999999999999766,0.0
6.109999999999976,0.0
6.119999999999976,0.0
6.129999999999976,0.0
6.139999999999976,0.0
6.1499999999999755,0.0
6.159999999999975,0.0
6.169999999999975,0.0
6.179999999999975,0.0
6.189999999999975,0.0
6.199999999999974,0.0
6.209999999999974,0.0
6.219999999999974,0.0
6.229999999999974,0.0
6.239999999999974,0.0
6.249999999999973,0.0
6.259999999999973,0.0
6.269999999999973,0.0
6.279999999999973,0.0
6.2899999999999725,0.0
6.299999999999972,0.0
6.309999999999972,0.0
6.319999999999972,0.0
6.329999999999972,0.0
6.339999999999971,0.0
6.349999999999971,0.0
6.359999999999971,0.0
6.369999999999971,0.0
6.379999999999971,0.0
6.38999999999997,0.0
6.39999999999997,0.0
6.40999999999997,0.0
6.41999999999997,0.0
6.4299999999999695,0.0
6.439999999999969,0.0
6.449999999999969,0.0
6.459999999999969,0.0
6.469999999999969,0.0
6.4799999999999685,0.0
6.489999999999968,0.0
6.499999999999968,0.0
6.509999999999968,0.0
6.519999999999968,0.0
6.529999999999967,0.0
6.539999999999967,0.0
6.549999999999967,0.0
6.559999999999967,0.0
6.5699999999999665,0.0
6.579999999999966,0.0
6.589999999999966,0.0
6.599999999999966,0.0
6.609999999999966,0.0
6.6199999999999655,0.0
6.629999999999965,0.0
6.639999999999965,0.0
6.649999999999965,0.0
6.659999999999965,0.0
6.669999999999964,0.0
6.679999999999964,0.0
6.689999999999964,0.0
6.699999999999964,0.0
6.7099999999999635,0.0
6.719999999999963,0.0
6.729999999999963,0.0
6.739999999999963,0.0
6.749999999999963,0.0
6.7599999999999625,0.0
6.769999999999962,0.0
6.779999999999962,0.0
6.789999999999962,0.0
6.799999999999962,0.0
6.809999999999961,0.0
6.819999999999961,0.0
6.829999999999961,0.0
6.839999999999961,0.0
6.849999999999961,0.0
6.85999999999996,0.0
6.86999999999996,0.0
6.87999999999996,0.0
6.88999999999996,0.0
6.8999999999999595,0.0
6.909999999999959,0.0
6.919999999999959,0.0
6.929999999999959,0.0
6.939999999999959,0.0
6.949999999999958,0.0
6.959999999999958,0.0
6.969999999999958,0.0
6.979999999999958,0.0
6.989999999999958,0.0
6.999999999999957,0.0
7.009999999999957,0.0
7.019999999999957,0.0
7.029999999999957,0.0
7.0399999999999565,0.0
7.049999999999956,0.0
7.059999999999956,0.0
7.069999999999956,0.0
7.079999999999956,0.0
7.0899999999999554,0.0
7.099999999999955,0.0
7.109999999999955,0.0
7.119999999999955,0.0
7.129999999999955,0.0
7.139999999999954,0.0
7.149999999999954,0.0
7.159999999999954,0.0
7.169999999999954,0.0
7.1799999999999535,0.0
7.189999999999953,0.0
7.199999999999953,0.0
7.209999999999953,0.0
7.219999999999953,0.0
7.2299999999999525,0.0
7.239999999999952,0.0
7.249999999999952,0.0
7.259999999999952,0.0
7.269999999999952,0.0
7.279999999999951,0.0
7.289999999999951,0.0
7.299999999999951,0.0
7.309999999999951,0.0
7.3199999999999505,0.0
7.32999999999995,0.0
7.33999999999995,0.0
7.34999999999995,0.0
7.35999999999995,0.0
7.3699999999999495,0.0
7.379999999999949,0.0
7.389999999999949,0.0
7.399999999999949,0.0
7.409999999999949,0.0
7.419999999999948,0.0
7.429999999999948,0.0
7.439999999999948,0.0
7.449999999999948,0.0
7.459999999999948,0.0
7.469999999999947,0.0
7.479999999999947,0.0
7.489999999999947,0.0
7.499999999999947,0.0
7.5099999999999465,0.0
7.519999999999946,0.0
7.529999999999946,0.0
7.539999999999946,0.0
7.549999999999946,0.0
7.559999999999945,0.0
7.569999999999945,0.0
7.579999999999945,0.0
7.589999999999945,0.0
7.599999999999945,0.0
7.609999999999944,0.0
7.619999999999944,0.0
7.629999999999944,0.0
7.639999999999944,0.0
7.6499999999999435,0.0
7.659999999999943,0.0
7.669999999999943,0.0
7.679999999999943,0.0
7.689999999999943,0.0
7.6999999999999424,0.0
7.709999999999942,0.0
7.719999999999942,0.0
7.729999999999942,0.0
7.739999999999942,0.0
7.749999999999941,0.0
7.759999999999941,0.0
7.769999999999941,0.0
7.779999999999941,0.0
7.7899999999999405,0.0
7.79999999999994,0.0
7.80999999999994,0.0
7.81999999999994,0.0
7.82999999999994,0.0
7.8399999999999395,0.0
7.849999999999939,0.0
7.859999999999939,0.0
7.869999999999939,0.0
7.879999999999939,0.0
7.889999999999938,0.0
7.899999999999938,0.0
7.909999999999938,0.0
7.919999999999938,0.0
7.9299999999999375,0.0
7.939999999999937,0.0
7.949999999999937,0.0
7.959999999999937,0.0
7.969999999999937,0.0
7.9799999999999365,0.0
7.989999999999936,0.0
7.999999999999936,0.0
8.009999999999936,0.0
8.019999999999936,0.0
8.029999999999935,0.0
8.039999999999935,0.0
8.049999999999935,0.0
8.059999999999935,0.0
8.069999999999935,0.0
8.079999999999934,0.0
8.089999999999934,0.0
8.099999999999934,0.0
8.109999999999934,0.0
8.119999999999933,0.0
8.129999999999933,0.0
8.139999999999933,0.0
8.149999999999933,0.0
8.159999999999933,0.0
8.169999999999932,0.0
8.179999999999932,0.0
8.189999999999932,0.0
8.199999999999932,0.0
8.209999999999932,0.0
8.219999999999931,0.0
8.229999999999931,0.0
8.239999999999931,0.0
8.24999999999993,0.0
8.25999999999993,0.0
8.26999999999993,0.0
8.27999999999993,0.0
8.28999999999993,0.0
8.29999999999993,0.0
8.30999999999993,0.0
8.31999999999993,0.0
8.329999999999929,0.0
8.339999999999929,0.0
8.349999999999929,0.0
8.359999999999928,0.0
8.369999999999928,0.0
8.379999999999928,0.0
8.389999999999928,0.0
8.399999999999928,0.0
8.409999999999927,0.0
8.419999999999927,0.0
8.429999999999927,0.0
8.439999999999927,0.0
8.449999999999926,0.0
8.459999999999926,0.0
8.469999999999926,0.0
8.479999999999926,0.0
8.489999999999926,0.0
8.499999999999925,0.0
8.509999999999925,0.0
8.519999999999925,0.0
8.529999999999925,0.0
8.539999999999925,0.0
8.549999999999924,0.0
8.559999999999924,0.0
8.569999999999924,0.0
8.579999999999924,0.0
8.589999999999923,0.0
8.599999999999923,0.0
8.609999999999923,0.0
8.619999999999923,0.0
8.629999999999923,0.0
8.639999999999922,0.0
8.649999999999922,0.0
8.659999999999922,0.0
8.669999999999922,0.0
8.679999999999922,0.0
8.689999999999921,0.0
8.699999999999921,0.0
8.709999999999921,0.0
8.71999999999992,0.0
8.72999999999992,0.0
8.73999999999992,0.0
8.74999999999992,0.0
8.75999999999992,0.0
8.76999999999992,0.0
8.77999999999992,0.0
8.78999999999992,0.0
8.799999999999919,0.0
8.809999999999919,0.0
8.819999999999919,0.0
8.829999999999918,0.0
8.839999999999918,0.0
8.849999999999918,0.0
8.859999999999918,0.0
8.869999999999918,0.0
8.879999999999917,0.0
8.889999999999917,0.0
8.899999999999917,0.0
8.909999999999917,0.0
8.919999999999916,0.0
8.929999999999916,0.0
8.939999999999916,0.0
8.949999999999916,0.0
8.959999999999916,0.0
8.969999999999915,0.0
8.979999999999915,0.0
8.989999999999915,0.0
8.999999999999915,0.0
9.009999999999915,0.0
9.019999999999914,0.0
9.029999999999914,0.0
9.039999999999914,0.0
9.049999999999914,0.0
9.059999999999913,0.0
9.069999999999913,0.0
9.079999999999913,0.0
9.089999999999913,0.0
9.099999999999913,0.0
9.109999999999912,0.0
9.119999999999912,0.0
9.129999999999912,0.0
9.139999999999912,0.0
9.149999999999912,0.0
9.159999999999911,0.0
9.169999999999911,0.0
9.179999999999911,0.0
9.18999999999991,0.0
9.19999999999991,0.0
9.20999999999991,0.0
9.21999999999991,0.0
9.22999999999991,0.0
9.23999999999991,0.0
9.24999999999991,0.0
9.25999999999991,0.0
9.269999999999909,0.0
9.279999999999909,0.0
9.289999999999909,0.0
9.299999999999908,0.0
9.309999999999908,0.0
9.319999999999908,0.0
9.329999999999908,0.0
9.339999999999907,0.0
9.349999999999907,0.0
9.359999999999907,0.0
9.369999999999907,0.0
9.379999999999907,0.0
9.389999999999906,0.0
9.399999999999906,0.0
9.409999999999906,0.0
9.419999999999906,0.0
9.429999999999906,0.0
9.439999999999905,0.0
9.449999999999905,0.0
9.459999999999905,0.0
9.469999999999905,0.0
9.479999999999905,0.0
9.489999999999904,0.0
9.499999999999904,0.0
9.509999999999904,0.0
9.519999999999904,0.0
9.529999999999903,0.0
9.539999999999903,0.0
9.549999999999903,0.0
9.559999999999903,0.0
9.569999999999903,0.0
9.579999999999902,0.0
9.589999999999902,0.0
9.599999999999902,0.0
9.609999999999902,0.0
9.619999999999902,0.0
9.629999999999901,0.0
9.639999999999901,0.0
9.6499999999999,0.0
9.6599999999999,0.0
9.6699999999999,0.0
9.6799999999999,0.0
9.6899999999999,0.0
9.6999999999999,0.0
9.7099999999999,0.0
9.7199999999999,0.0
9.7299999999999,0.0
9.739999999999899,0.0
9.749999999999899,0.0
9.759999999999899,0.0
9.769999999999898,0.0
9.779999999999898,0.0
9.789999999999898,0.0
9.799999999999898,0.0
9.809999999999897,0.0
9.819999999999897,0.0
9.829999999999897,0.0
9.839999999999897,0.0
9.849999999999897,0.0
9.859999999999896,0.0
9.869999999999896,0.0
9.879999999999896,0.0
9.889999999999896,0.0
9.899999999999896,0.0
9.909999999999895,0.0
9.919999999999895,0.0
9.929999999999895,0.0
9.939999999999895,0.0
9.949999999999894,0.0
9.959999999999894,0.0
9.969999999999894,0.0
9.979999999999894,0.0
9.989999999999894,0.0
9.999999999999893,0.0
10.009999999999893,0.0
10.019999999999893,0.0
10.029999999999893,0.0
10.039999999999893,0.0
10.049999999999892,0.0
10.059999999999892,0.0
10.069999999999892,0.0
10.079999999999892,0.0
10.089999999999892,0.0
10.099999999999891,0.0
10.109999999999891,0.0
10.11999999999989,0.0
10.12999999999989,0.0
10.13999999999989,0.0
10.14999999999989,0.0
10.15999999999989,0.0
10.16999999999989,0.0
10.17999999999989,0.0
10.18999999999989,0.0
10.19999999999989,0.0
10.209999999999889,0.0
10.219999999999889,0.0
10.229999999999889,0.0
10.239999999999888,0.0
10.249999999999888,0.0
10.259999999999888,0.0
10.269999999999888,0.0
10.279999999999887,0.0
10.289999999999887,0.0
10.299999999999887,0.0
10.309999999999887,0.0
10.319999999999887,0.0
10.329999999999886,0.0
10.339999999999886,0.0
10.349999999999886,0.0
10.359999999999886,0.0
10.369999999999886,0.0
10.379999999999885,0.0
10.389999999999885,0.0
10.399999999999885,0.0
10.409999999999885,0.0
10.419999999999884,0.0
10.429999999999884,0.0
10.439999999999884,0.0
10.449999999999884,0.0
10.459999999999884,0.0
10.469999999999883,0.0
10.479999999999883,0.0
10.489999999999883,0.0
10.499999999999883,0.0
10.509999999999883,0.0
10.519999999999882,0.0
10.529999999999882,0.0
10.539999999999882,0.0
10.549999999999882,0.0
10.559999999999881,0.0
10.569999999999881,0.0
10.579999999999881,0.0
10.58999999999988,0.0
10.59999999999988,0.0
10.60999999999988,0.0
10.61999999999988,0.0
10.62999999999988,0.0
10.63999999999988,0.0
10.64999999999988,0.0
10.65999999999988,0.0
10.66999999999988,5e-324
10.679999999999879,5e-324
10.689999999999879,5e-324
10.699999999999878,5e-324
10.709999999999878,1e-323
10.719999999999878,1e-323
10.729999999999878,1e-323
10.739999999999878,1.5e-323
10.749999999999877,2e-323
10.759999999999877,2.5e-323
10.769999999999877,3e-323
10.779999999999877,4e-323
10.789999999999877,5e-323
10.799999999999876,6.4e-323
10.809999999999876,8e-323
10.819999999999876,1.04e-322
10.829999999999876,1.33e-322
10.839999999999876,1.7e-322
10.849999999999875,2.17e-322
10.859999999999875,2.77e-322
10.869999999999875,3.56e-322
10.879999999999875,4.55e-322
10.889999999999874,5.83e-322
10.899999999999874,7.46e-322
10.909999999999874,9.6e-322
10.919999999999874,1.225e-321
10.929999999999874,1.57e-321
10.939999999999873,2.01e-321
10.949999999999873,2.574e-321
10.959999999999873,3.295e-321
10.969999999999873,4.214e-321
10.979999999999873,5.395e-321
10.989999999999872,6.907e-321
10.999999999999872,8.834e-321
11.009999999999872,1.131e-320
11.019999999999872,1.447e-320
11.029999999999871,1.852e-320
11.039999999999871,2.3686e-320
11.049999999999871,3.0306e-320
11.05999999999987,3.8764e-320
11.06999999999987,4.9584e-320
11.07999999999987,6.3423e-320
11.08999999999987,8.111e-320
11.09999999999987,1.03724e-319
11.10999999999987,1.3264e-319
11.11999999999987,1.6961e-319
11.12999999999987,2.1685e-319
11.13999999999987,2.7724e-319
11.149999999999869,3.5442e-319
11.159999999999869,4.5305e-319
11.169999999999868,5.7909e-319
11.179999999999868,7.4014e-319
11.189999999999868,9.4591e-319
11.199999999999868,1.2088e-318
11.209999999999868,1.544647e-318
11.219999999999867,1.97366e-318
11.229999999999867,2.52164e-318
11.239999999999867,3.221545e-318
11.249999999999867,4.115414e-318
11.259999999999867,5.256923e-318
11.269999999999866,6.71458e-318
11.279999999999866,8.5758e-318
11.289999999999866,1.095215e-317
11.299999999999866,1.3985976e-317
11.309999999999865,1.785892e-317
11.319999999999865,2.2802716e-317
11.329999999999865,2.911298e-317
11.339999999999865,3.716685e-317
11.349999999999865,4.744535e-317
11.359999999999864,6.0562043e-317
11.369999999999864,7.7299426e-317
11.379999999999864,9.865542e-317
11.389999999999864,1.2590255e-316
11.399999999999864,1.60663444e-316
11.409999999999863,2.05006927e-316
11.419999999999863,2.61570616e-316
11.429999999999863,3.33716996e-316
11.439999999999863,4.2573237e-316
11.449999999999863,5.43080214e-316
11.459999999999862,6.92724067e-316
11.469999999999862,8.83538657e-316
11.479999999999862,1.126833715e-315
11.489999999999862,1.437020993e-315
11.499999999999861,1.8324638e-315
11.509999999999861,2.33655879e-315
11.519999999999861,2.9791135e-315
11.52999999999986,3.79810022e-315
11.53999999999986,4.841889055e-315
11.54999999999986,6.17209067e-315
11.55999999999986,7.867175147e-315
11.56999999999986,1.00270783e-314
11.57999999999986,1.277906464e-314
11.58999999999986,1.628518921e-314
11.59999999999986,2.075179363e-314
11.609999999999859,2.6441590054e-314
11.619999999999859,3.3689037264e-314
11.629999999999859,4.291990431e-314
11.639999999999858,5.4676160547e-314
11.649999999999858,6.964763967e-314
11.659999999999858,8.8712318883e-314
11.669999999999858,1.12987553134e-313
11.679999999999858,1.4389523969e-313
11.689999999999857,1.8324469446e-313
11.699999999999857,2.33338046846e-313
11.709999999999857,2.97104262e-313
11.719999999999857,3.7826955429e-313
11.729999999999857,4.8157405782e-313
11.739999999999856,6.13047290524e-313
11.749999999999856,7.80358340656e-313
11.759999999999856,9.93261013116e-313
11.769999999999856,1.26415964578e-312
11.779999999999855,1.608828255946e-312
11.789999999999855,2.0473245028e-312
11.799999999999855,2.60515115902e-312
11.809999999999855,3.314732014566e-312
11.819999999999855,4.21728720234e-312
11.829999999999854,5.365215871946e-312
11.839999999999854,6.8251232543e-312
11.849999999999854,8.68166611927e-312
11.859999999999854,1.104243754025e-311
11.869999999999854,1.4044171418236e-311
11.879999999999853,1.7860622778795e-311
11.889999999999853,2.271257574139e-311
11.899999999999853,2.888055273099e-311
11.909999999999853,3.672095288101e-311
11.919999999999852,4.6686543440333e-311
11.929999999999852,5.935247647961e-311
11.939999999999852,7.5449318402254e-311
11.949999999999852,9.590497960049e-311
11.959999999999852,1.2189793873312e-310
11.969999999999851,1.54924799293094e-310
11.979999999999851,1.96886031827456e-310
11.989999999999851,2.50194789551016e-310
11.99999999999985,3.17914996700325e-310
12.00999999999985,4.03936571997664e-310
12.01999999999985,5.1319775802167e-310
12.02999999999985,6.5196720022519e-310
12.03999999999985,8.2820180773076e-310
12.04999999999985,1.05200072301658e-309
12.05999999999985,1.336181171390554e-309
12.06999999999985,1.697008860572773e-309
12.079999999999849,2.15512434425853e-309
12.089999999999849,2.73671784350286e-309
12.099999999999849,3.475019059316987e-309
12.109999999999848,4.412186298514544e-309
12.119999999999848,5.601701771879904e-309
12.129999999999848,7.11140847478435e-309
12.139999999999848,9.027360227968734e-309
12.149999999999848,1.1458702268452556e-308
12.159999999999847,1.4543857805591616e-308
12.169999999999847,1.8458369446082737e-308
12.179999999999847,2.3424837457859724e-308
12.189999999999847,2.9725514693969364e-308
12.199999999999847,3.77182672247703e-308
12.209999999999846,4.785679866772075e-308
12.219999999999846,6.071627541420641e-308
12.229999999999846,7.702579278159638e-308
12.239999999999846,9.770950546376977e-308
12.249999999999845,1.2393873088268103e-307
12.259999999999845,1.5719794819480966e-307
12.269999999999845,1.993683929844735e-307
12.279999999999845,2.5283393132836e-307
12.289999999999845,3.2061514165728925e-307
12.299999999999844,4.065391078699115e-307
12.309999999999844,5.154544199483249e-307
12.319999999999844,6.535033995344311e-307
12.329999999999844,8.28466757456468e-307
12.339999999999844,1.0501999248755182e-306
12.349999999999843,1.3311854032038305e-306
12.359999999999843,1.6872319328264687e-306
12.369999999999843,2.1383594443342327e-306
12.379999999999843,2.7099190799458898e-306
12.389999999999842,3.4340106278945696e-306
12.399999999999842,4.3512762202108104e-306
12.409999999999842,5.513170015939614e-306
12.419999999999842,6.984829979286732e-306
12.429999999999842,8.848711221158302e-306
12.439999999999841,1.120918254133224e-305
12.449999999999841,1.4198341110425655e-305
12.459999999999841,1.7983367600708187e-305
12.46999999999984,2.2775829218699584e-305
12.47999999999984,2.8843445693525716e-305
12.48999999999984,3.6524969245135164e-305
12.49999999999984,4.62490013658373e-305
12.50999999999984,5.855778632537951e-305
12.51999999999984,7.413729556369756e-305
12.52999999999984,9.38552636039697e-305
12.53999999999984,1.1880927378216374e-304
12.549999999999839,1.503875449150292e-304
12.559999999999839,1.903457682757655e-304
12.569999999999839,2.4090422609598566e-304
12.579999999999838,3.0487053647162288e-304
12.589999999999838,3.857947758633927e-304
12.599999999999838,4.881655061126407e-304
12.609999999999838,6.176574749319291e-304
12.619999999999838,7.814445894743004e-304
12.629999999999837,9.885953359973361e-304
12.639999999999837,1.2505723296006265e-303
12.649999999999837,1.5818633718780805e-303
12.659999999999837,2.000778581027184e-303
12.669999999999837,2.530457229050339e-303
12.679999999999836,3.200139367056557e-303
12.689999999999836,4.046771763945715e-303
12.699999999999836,5.117035909664298e-303
12.709999999999836,6.469908830308698e-303
12.719999999999835,8.17989647533098e-303
12.729999999999835,1.0341116038238684e-302
12.739999999999835,1.3072449743130366e-302
12.749999999999835,1.6524050869180843e-302
12.759999999999835,2.0885556240753738e-302
12.769999999999834,2.639645205546082e-302
12.779999999999834,3.335915675540358e-302
12.789999999999834,4.215553197894561e-302
12.799999999999834,5.326771840543486e-302
12.809999999999834,6.730442754068988e-302
12.819999999999833,8.50341158087073e-302
12.829999999999833,1.0742683961347966e-301
12.839999999999833,1.3570705935101676e-301
12.849999999999833,1.7142025193032457e-301
12.859999999999832,2.165169369939535e-301
12.869999999999832,2.7345866176822418e-301
12.879999999999832,3.4535167379101106e-301
12.889999999999832,4.361155031549635e-301
12.899999999999832,5.506955564634955e-301
12.909999999999831,6.953311941305899e-301
12.919999999999831,8.77893747904887e-301
12.929999999999831,1.1083126963574702e-300
12.93999999999983,1.3991129536836674e-300
12.94999999999983,1.7660921948145308e-300
12.95999999999983,2.2291746564462886e-300
12.96999999999983,2.813487320326679e-300
12.97999999999983,3.5507163074733174e-300
12.98999999999983,4.480816325505982e-300
12.99999999999983,5.6541649162550476e-300
13.00999999999983,7.134277054681263e-300
13.019999999999829,9.001225619152378e-300
13.029999999999829,1.1355950983219931e-299
13.039999999999829,1.4325690475007946e-299
13.049999999999828,1.807081823683491e-299
13.059999999999828,2.279346127033999e-299
13.069999999999828,2.874835216418925e-299
13.079999999999828,3.625649819708029e-299
13.089999999999828,4.5722396508323785e-299
13.099999999999827,5.76557137752585e-299
13.109999999999827,7.269858633078754e-299
13.119999999999827,9.165999545753105e-299
13.129999999999827,1.1555904851218772e-298
13.139999999999826,1.4567946943658615e-298
13.149999999999826,1.8363819707407679e-298
13.159999999999826,2.314717379355722e-298
13.169999999999826,2.917448611395348e-298
13.179999999999826,3.676874067664322e-298
13.189999999999825,4.6336646724329445e-298
13.199999999999825,5.839030729355712e-298
13.209999999999825,7.357448664041383e-298
13.219999999999825,9.270092085845865e-298
13.229999999999825,1.1679148799588999e-297
13.239999999999824,1.4713252160721724e-297
13.249999999999824,1.8534313950680443e-297
13.259999999999824,2.3346119836466716e-297
13.269999999999824,2.9405141345260542e-297
13.279999999999824,3.703413499926028e-297
13.289999999999823,4.6639245928278625e-297
13.299999999999823,5.873151759184451e-297
13.309999999999823,7.395394083213633e-297
13.319999999999823,9.311546646442124e-297
13.329999999999822,1.1723377118697393e-296
13.339999999999822,1.4758902585384417e-296
13.349999999999822,1.857914920743434e-296
13.359999999999822,2.3386649776563808e-296
13.369999999999822,2.94361252469298e-296
13.379999999999821,3.704791063737184e-296
13.389999999999821,4.662482925657609e-296
13.399999999999821,5.867339947685281e-296
13.40999999999982,7.38304846483375e-296
13.41999999999982,9.289678096177832e-296
13.42999999999982,1.1687889490921934e-295
13.43999999999982,1.470422099627046e-295
13.44999999999982,1.8497730445469304e-295
13.45999999999982,2.3268338853424594e-295
13.46999999999982,2.9267311407879316e-295
13.47999999999982,3.681042234464908e-295
13.489999999999819,4.629448984957583e-295
13.499999999999819,5.821814225612047e-295
13.509999999999819,7.320789656011872e-295
13.519999999999818,9.205090600126381e-295
13.529999999999818,1.1573607940093189e-294
13.539999999999818,1.455057089517184e-294
13.549999999999818,1.82920287597961e-294
13.559999999999818,2.2993988009112207e-294
13.569999999999817,2.890262684292178e-294
13.579999999999817,3.6327116677391775e-294
13.589999999999817,4.5655714837075546e-294
13.599999999999817,5.73759616726717e-294
13.609999999999816,7.210002721784284e-294
13.619999999999816,9.059651817762223e-294
13.629999999999816,1.1383038914780302e-293
13.639999999999816,1.4301301958607525e-293
13.649999999999816,1.7966504159163086e-293
13.659999999999815,2.2569515982199697e-293
13.669999999999815,2.834990274877313e-293
13.679999999999815,3.5608327339365876e-293
13.689999999999815,4.472210671654375e-293
13.699999999999815,5.616472291575985e-293
13.709999999999814,7.053029207581798e-293
13.719999999999814,8.856424934980821e-293
13.729999999999814,1.1120182611922685e-292
13.739999999999814,1.396162950774288e-292
13.749999999999813,1.7527945878017197e-292
13.759999999999813,2.2003748364679327e-292
13.769999999999813,2.7620596601511857e-292
13.779999999999813,3.4668909959824553e-292
13.789999999999813,4.351290445173258e-292
13.799999999999812,5.460931395227591e-292
13.809999999999812,6.85308529295678e-292
13.819999999999812,8.599561957814766e-292
13.829999999999812,1.0790394089340951e-291
13.839999999999812,1.3538454013303542e-291
13.849999999999811,1.6985238148300305e-291
13.859999999999811,2.1308114057882175e-291
13.869999999999811,2.672939928793538e-291
13.87999999999981,3.352773423104044e-291
13.88999999999981,4.205232771043376e-291
13.89999999999981,5.274079971630932e-291
13.90999999999981,6.614152810857088e-291
13.91999999999981,8.294163432129164e-291
13.92999999999981,1.0400202866896066e-290
13.93999999999981,1.304012931428835e-290
13.94999999999981,1.6349062658422003e-290
13.959999999999809,2.0496263632141947e-290
13.969999999999809,2.5693745986737944e-290
13.979999999999809,3.220705752489338e-290
13.989999999999808,4.036877529082112e-290
13.999999999999808,5.059539708213666e-290
14.009999999999808,6.340848261440951e-290
14.019999999999808,7.946111171284679e-290
14.029999999999808,9.957099455099153e-290
14.039999999999807,1.2476190359900115e-289
14.049999999999807,1.5631551533034226e-289
14.059999999999807,1.9583627279129057e-289
14.069999999999807,2.453325339932187e-289
14.079999999999806,3.0731808840520983e-289
14.089999999999806,3.849391454074466e-289
14.099999999999806,4.821331753592916e-289
14.109999999999806,6.038275796025164e-289
14.119999999999806,7.561881597789428e-289
14.129999999999805,9.469298485463693e-289
14.139999999999805,1.1857052771757258e-288
14.149999999999805,1.4845906453885387e-288
14.159999999999805,1.8586932185746052e-288
14.169999999999805,2.3269108485272815e-288
14.179999999999804,2.9128814974798694e-288
14.189999999999804,3.646170217856611e-288
14.199999999999804,4.563752871299554e-288
14.209999999999804,5.711870646578806e-288
14.219999999999803,7.148347888831222e-288
14.229999999999803,8.945488795265575e-288
14.239999999999803,1.1193697304903239e-287
14.249999999999803,1.4006000434867476e-287
14.259999999999803,1.752370016715705e-287
14.269999999999802,2.1923434983485578e-287
14.279999999999802,2.742600204323062e-287
14.289999999999802,3.430737824973989e-287
14.299999999999802,4.291248735135182e-287
14.309999999999802,5.367239614053e-287
14.319999999999801,6.712579243944217e-287
14.329999999999801,8.394580923535412e-287
14.339999999999801,1.0497352346305974e-286
14.3499999999998,1.3125978750600768e-286
14.3599999999998,1.6411746268123381e-286
14.3699999999998,2.0518663697007194e-286
14.3799999999998,2.5651604922223975e-286
14.3899999999998,3.2066474035432516e-286
14.3999999999998,4.008289478072088e-286
14.4099999999998,5.010005014529389e-286
14.4199999999998,6.261645280452381e-286
14.429999999999799,7.825462028968639e-286
14.439999999999799,9.779186961584047e-286
14.449999999999799,1.2219874645283482e-285
14.459999999999798,1.526869784002871e-285
14.469999999999798,1.9076930880734026e-285
14.479999999999798,2.383341496267171e-285
14.489999999999798,2.977387173603923e-285
14.499999999999797,3.719252205715948e-285
14.509999999999797,4.6456579474458946e-285
14.519999999999797,5.80243285231638e-285
14.529999999999797,7.246767300183958e-285
14.539999999999797,9.05002576029512e-285
14.549999999999796,1.1301253816600431e-284
